source,text,label
34,"Das erste Jahr war ich so ziemlich wohl, aber zu Anfang 1792 fing ich an zu kränckeln und litte sonderl. in der Nacht viele Schmerzen von Krämpfen in den Beinen, welche hernach in Unterleib zogen, dabey sich täglich ein schleichendes Fieber einfand,",negative
7,"Da ich in dieser Zeit mich besonders in meiner Natur-Verbundenheit und Sündigkeit zu sehen krigte, und mich dieses ofte sehr verlegen machte, so führte mich der Heilige Geist in meinem Herzen ganz apart darauf, meine Zuflucht im Glauben zu den blutigen Wunden Jesu zu nehmen, wodurch mein armes zerschlagenes Herz und Gewissen geheilt und getröstet wurde, und dieses selige Mittel habe ich in der künftigen Zeit immer bewährt gefunden.",positive
38,"Ihrem lieben Manne, allen Geschwistern, sonderlich den Pilgern und Besuchenden, ja alle Menschen nach Gelegenheit mit Freuden bey Tag und Nacht unermüdet zu dienen, war ihre HerzensFreude und ihr Leben.",positive
18,"Nachten sie viele Jahre lang im Ganzen einen guten Gesundheit genossen hatte; so fing sie im letztvergangenen April an, über Engigkeit auf der Brust zu klagen.",negative
4,"Die Indianer waren sehr danckbar, und der alte wolte seine Danckbarkeit mit einem alten Bock Fell erzeigen, welches wir aber nicht annahmen, sondern Bruder {NAME} bezeugte ihm, daß wir alles aus Liebe zu ihnen gethan, und wünschte ihnen ein Pläzelein im Seiten Höhlgen des Lammes.",positive
38,Sie hat von ihren Kindern 7 Enkeln erlebt inserted in margin],neutral
13,"Ich bediente mich der ersten Gelegenheit dahin, und kam am 26ten Merz 1757 hier an.",neutral
12,O wie ist mir doch so wohl -,positive
35,Unsre selige Schwester {NAME} geb. {NAME} hat folgende kurze Nachricht von sich hinterlassen.,neutral
34,"So ruhe nun in Jesu Schooß, o Selige dein Glück ist wahrlich groß, In jener Zahl Vollendeten zustehn, wo’s ewig tönt: Wir sind durchs Blut versöhnt!",positive
27,Viele sagten auch viel Böses von ihnen.,negative
32,"auch hat sie schriftlich u. mündl. hinterlaßen, daß man nach ihrem Heimgange nicht viel von Ihr sagen sollte, denn Sie hätte ja doch nichts als Armuth u. Elend aufgeweisen, u. alles was gutes an Ihr gewesen wäre, sey ja doch nur lauter unverdiente Gnade u. Barmherzigkeit ihres treuen u. guten Heilandes gewesen.",negative
26,"es wurde uns doch erlaubt, 2 Indianerbrüder mitzunehmen, und so fuhren wir ab.",neutral
11,"Da lag ich in Todes-Angst, denn ich wußte wohl, daß wenn sie mich finden ich noch selbigen Tag gehengt würde.",negative
7,Noch in demselben Jahr zu Weyhnachten besuchte uns unser lieber Bruder {NAME} von Jena aus; da wir uns unter dem Vers: Wir fassen uns im Geiste an p. lieblich mit einander auf Jesu Tod und Blut verbunden.,positive
13,Wir reisten dann auf dem Schiff Irene geführt vom Captain {NAME} dahin ab.,neutral
33,"mein l. Vater welchem das heil seiner Kinder sehr am Herzen lag: schickte uns auch balde zu den Br. in die Schule,",positive
22,"aber bei dem Abtrocknen der Blattern sahe man, daß sich die Geschwulst am Kopf nicht ganz heben wolte, wie sonst gewöhnlich.",negative
35,"Ja Gott sey Dank, der mich Noch fernerhin bey sich wird erhalten, Bis zu der Zeit, da ich voll Freud Ihn sehen werd in Ewigkeit.",positive
5,Am 4ten May genoß sie noch mit ihrem lieben Chor gemeinschaftlich den Leib und Blut unsers Herrn.,positive
34,"Diese Worte fuhren wie ein Pfeil in mein Herz, und ich fühlte einen Ruff mich ganz dem Heiland und der Gemeine zu ergeben.",positive
8,Er aber wolte nicht recht brauen u. sagte: mit großen Lauten wäre nicht viel anzufangen.,negative
14,"Sie reisten noch in dem Jahre zum Synodo nach Hirschberg, nach der Oberlausiz und Schlesien, und kamen zu Ende des Jahres wieder nach dem Herrnhaag.",neutral
6,"Im May 1742 kam er zur Brr. Gem. nach Hhaag, wurde d. 8.t Dec. in Hhut in die Gem. aufgenommen u. gelangte im Febr. 1743 zum erstmaligen Genuß des h. AMls mit der Gem.",neutral
33,"sie brachten uns nach einer Schweren Reise nach Diuoigo, wo die {NAME} umgebracht wurde u ich u meine 2 Schwestern wurden auch von einander getrent,",negative
33,sie sehnte sich gar sehr nach ihrer auflösung,positive
34,"Mit ihrem Mann, machte sie einen zärtlichen und sünderhaften Abschied.",positive
36,Und das bewieß sich auch so bis an ihr Ende.,neutral
34,"Den 6tn Oct. 1755 wurde ich in die Gemeine aufgenommen, dabey ich einen seligen Frieden Gottes in meinem Herzen fühlte.",positive
32,Die ersten paar Jahre hatte ich eine wahr Schule durchzugehen;,negative
37,"In dieser Zeit wurden sie mit den Brüdern bekannt, u. zogen nachher, um der Gemeine näher zu seyn, in die Nähe von Bethlehem auf dem Lecha- Berg.",neutral
33,"ihre unterredungen mit uns war auch mir zum segen,",positive
5,Gemeine. Laß uns nur Herr Jesu p In dem ewig schönen p,neutral
26,er fand darinnen auch ein Mittel für verbrannte Glieder.,neutral
27,Ich kam fürs erste zum Dienst ins Gemeinlogis.,neutral
3,"Anno 1747 wurde ich Chordiener in meinem Chor, (und dazu vom seligen {NAME} Hofmann gesegnet.)",neutral
32,"Daß sie stets als gute Reben Möchten an dem Weinstock kleben, Und in Ihm allein Nur erfunden seyn.",positive
32,"Ich hatte die Kinder lieb, u. krigte auch balde ein Gefühl von Jesu Marter u. Tod in meinem Herzen.",positive
2,"Darauf war sie wieder eine Zeit bey den kleinen Kindern in der Nursery, wohnten darauf in Gnadenthal und kam von dorten 1760 im May hieher nach Bethlehem )",neutral
26,"Des 1 1/2 Fuß tief gefallenen Schnees wegen ging unsere Reise sehr langsam, indem wir nicht auf der ordentlichen Straße bleiben konnten sondern die Fencen auflegen und über die Felder gehen mußten;",negative
26,"Vor der Zeiten wurde ich oft verlegen über mich, daß ich doch nicht verloren gehen, sondern zu Ihm kommen möchte, und da ich mich mit diser Verlegenheit getrost zu Ihm werden konnt, so ließ Er mich auch nie ungetröstet.",positive
5,"Als eine besondre Wohlthat erkannte sie auch dieses, daß sie nicht zu Bette liegen durfte.",positive
28,"Ich erschrack u. zitterte vor Angst, da ich mich in einem Platze sah, wo wenigstens 50. Köpfe von getödteten Menschen rund herum hiengen.",negative
38,"Bei meiner Confirmation zum erstmaligen Genuß des heiligen Abendmahls fühlte mein Herz einen besonderen Segen, ob es gleich nicht das war, was ich beim ersten Abendmahl in der Gemeine genossen habe.",positive
11,"Das hat bis 1741 gewährt, da ich das erstemal mit einem Bruder von der lieben und theuren Gemeine gesprochen, der mir sagte: Daß ich mich und den Heiland noch nicht kennte;",positive
19,"Bruder {NAME} gebleitete uns bey der Abreise und erzehlte uns verschiedenes von dem Gang der Gemeine, sagte uns auch von Gnadenfrey,",neutral
19,"in dieser Herzens Bedrängniß brachte ich 18 Wochen zu und kan die Treue und Geduld des lieben Heilands nicht genug bewundern, wie Er mir nach gegangen und mich mit liebe überwunden,",positive
26,Mit dieser traurigen Nachricht kam ich nach Hause.,negative
5,Ihren Geburtstag am 22ten beging sie wohl sehr schwach doch wie ein frohes Kind und war sonderlich sehr vergnügt über die schöne Loosung des Tages:,positive
23,"Ich gieng alle Tage zu einer gewissen Stunde alleine und legte mich als einen Sünder dem Heiland zu füßen und weinte Ihm mein Elend vor und Er trat mir einmal so recht lebendig vor mein Herze, wie Er sich für meine Noth zu Tode geblutet.",negative
33,"ich diente ihr so gut ich konte, u war ihr ofte zum Trost",positive
7,"Nach meinem ersten Abendmahl im 14ten Jahr faßte ich in Absicht auf mein künftiges Leben den ernstlichen Vorsaz, ein ordentlicher Mensch zu werden; von einer Bekanntschaft und Connexion mit Gott aber wußte ich nichts; bis im Januar 1733., da es mir bey dem Gespräch eines erweckten Mannes mit meinem Stief-Vater so wurde, mich dem lieben Gott von ganzem Herzen zu ergeben, und Ihn mit keiner Sünde zu betrüben.",positive
32,"ich konte noch nicht so denken, Reden u thun, wie mein Jesus, wie Er auf Erden, dachte, redete u. handelte.",negative
26,dieses erregte in mir eine wirkliche Feindschaft gegen sie.,negative
19,Meine Gnadenwahl in der Gemeine zu seyn und mich als ein Glied seines Leibes anzusehn wurde mir hier immer größer.,positive
14,"Desto zerfloßener aber war sein Herz, so oft er glauben konnte, und eine neue Versicherung erhielt, daß seine Untreue des Heilands Treue nicht aufhebe.",positive
39,"Unsre Geschw: in Heidelberg, die wir (so wie sie uns) herzlich liebten, thaten indeßen alles was sie konnten uns ihr mitleidiges Theilnehmen zu bezeigen.",positive
28,"Nachdem ich zum 2ten Mal zu ihm gebracht u. aus dem Grunde wieder rufusirt worde (sic) erzählte ich es unseren Nachbarn: daß Mr. {NAME} eine Neigung hätte mich zu kauffen, wenn ich stärker wäre;",negative
11,"Darnach wurde ich kranck, und weil ich so schwach wurde daß ich keiner Arbeit mehr vorstehen konte, so reiste 10 Wochen lang, da ich mich endlich resolvirte, wieder ein Soldat zu werden, und zwar unter meinem Landsherrn, das war anno 1737.",negative
23,"Er predigte von dem Hunger und Durst nach der Gerechtigkeit und lud alle hungrigen, zu der Mahlzeit ein, da zu essen und zu trinken und so fröhlich zu werden, wie es die weltlichen Hochgemuts größen mit zur Art wäre.",positive
19,"Ich sagte: Du lieber Gott! mit meinen Sünden gehe ich zu Bette mit meinen Sünden, steh ich auf, ach erbarme dich doch über mich!",negative
26,"Im Jahre 1731, da ich 11 Jahre alt war, wurde mein Vater durch sehr angenehme Beschreibungen von Amerika, wohin auch schon verschiedene Leute aus der Gegend gezogen waren, auch ermuntert, mit seiner Familie sich dahin zu begeben.",positive
26,"So half uns dann der Heiland glücklich nach Bethlehem, wo es uns recht wohl war.",positive
3,"das einzige Wort Gemeine blieb mir erst im Herzen und es war mir ausgemacht, daß ich zu den Leuten gehöre:",positive
9,Denn Ihm ergebe ich mich täglich aufs neue.,positive
23,"giengen also nach Zürich und von da nach Bern, wo ich bey einem Pietisten Weibel, Arbeit kriegte,",positive
33,"daß machte daß sie vorigen Sommer eine Reise nach Philadelphia tat. um sich bey dem Docter in die Chur zubegeben,",neutral
23,"Da ich aus der Stube gieng, sagte mir mein Herze: was hast du gethan, daß du so gesagt, du kanst nicht mehr von der Gemeine weg, du must da bleiben.",negative
26,"Froh und dankbar, daß mich der Heiland erhört hatte, ging ich in des Mannes Haus, und er brachte uns in ein Wirtshaus, wo wir gut aufgenommen wurden;",positive
34,"Personalia der sel. Schwester {NAME}in, geborne {NAME}, den 16. Janr 1793. ________________________________________________________________________ ",neutral
3,"Wir reisten den 22ten nach Bethabara ab, und kamen den 16ten July gesund und wohl daselbst an.",positive
11,Personalien des am 25ten Januar 1778 in Bethabara selig heimgegangenen ledigen Bruders {NAME}.,neutral
28,Den darauf folgenden Sabbath hatte ich die große Gnade den Leib u. das Blut meines l. Erlösers im h. Sacrament mit der Gemeine zu geniessen.,positive
32,"Er schenkte mir Muth u. Freudigkeit, mich meiner Chorarbeiterinn eben so darzustellen, wie ich war;",positive
23,"Den 5ten December 1764 gieng meine liebe Frau über der Geburth unsers 5ten Kinds, selig heim und das Kindlein mit.",positive
22,Er schike ihnen das Versel: Drük sie an dein Herze -,positive
23,"ich that es endlich, sagte ihm aber gleich daß ich mir Freyheit ausbiete, in die {NAME}ische Versammlungen zu gehen!",neutral
26,Hiervon hatte ich 3 Wochen viel Schmerzen auszustehen.,negative
3,"In Altona hielten wir uns 8 Tage auf, und sezten unsre Reise fort über Berlin, wo wir etliche Tage blieben, und in die Versammlungen der Brüder gehen durften, nach Herrnhut.",positive
26,"In dieser Zeit meiner Abwesenheit sahe mein Vater, daß er mit seinem Knecht, dem es ganz einerlei war, ob etwas oder nichts gethan wurde, nicht fortkommen konnte,",negative
26,"Indessen hatte er es den Umständen nach erträglich, wofür er auch den Heiland nicht genug preisen konnte.",positive
8,"Und in dieser Gemüths Gemüts-Situation kam er seiner Auflösung immer näher, worüber er sich so zu äußern pflegte:",neutral
8,"Es wurden ihm verschiedene Verse gesungen, die er mit vielem Vergüngen anforte, und zum Theil mitsang; bis endl. sein Othem stehen blieb, und er nach Mitternacht in der ersten Stunde unter den Worten: Am Ende aller Notl. ölt ihn ein, ihr Wundenrotl., sehr saufte in Jesu Herz verrauchte, im 72 Jahre seines Aelters.",positive
34,Dein Glück ist wahrlich groß.,positive
3,"Der damalige Knabenpfleger der selige Bruder {NAME} nahm sich meiner besonders an, und hielt eine gründliche Bande über mein ganzes Leben in der Welt mit mir.",negative
3,"In dem er aber mit mir redete, kam mir der He ilige Geist ans Herz und zeigte mir mein vergangenes Leben, was ich gethan, gesehen und gehört hatte in der Welt;",neutral
9,"Es ist mir leid, daß ich sie nicht wie gewöhnlich besuchen kan.",negative
5,Denn ich merckte daß mirs an der wahren Sünderschafft fehlte und hatte Verlangen darnach.,negative
26,Wir reisten nebst den Brüdern {NAME} und {NAME} anfang Februar über New York dahin ab;,neutral
26,"Ein ehemaliger Bekannte meines Vaters namens {NAME} in Oly ließ uns, nachdem er Nachricht von unserer Ankunft in Philadelphia erhalten hatte, nebst unsrer Großmutter mit einem Wagen abholen und offerierte uns für ein ganzes Jahr freie Kost an seinem Tisch und ein Haus zum Wohnen.",neutral
27,"Ich resolvierte auch von nun an ein gottesfürchtiges Leben zu führen. Weil ich aber den Heiland und sein Verdienst nicht kannte, so wurde nichts daraus.",negative
38,"Sie hat indessen einige Unterredungen mit ihrem ungesehenen Freunde zu Papier gebracht, daraus man sieht wie treulich ihr Herz auch in der Abwesenheit von ihrem lieben Manne theil an alle dem genommen, was derselbe im Dienst des Heilandes zu thun hatte, und wie angelegentlich sie für ihn gebetet, und ihn und seinen Dienst dem Heiland ans Herz gelegt hat.",positive
27,Nach einer zwölfwöchentlicher Seereise trafen wir den 20. Mai 1749 wohlbehalten hier in Bethlehem ein.,positive
27,Wir wurden mit herzlicher Liebe empfangen.,positive
33,"er wünschte mir ofte daß ich wieder bey den weißen Leuten wäre,",positive
14,"Hier wurde ich in der Religion des Landes, refor mirt erzogen.",neutral
26,"Seit unser seliger Bruder seinen Aufsatz verfertigt hat, ist noch sein Sohn {NAME} (ohnweit Sommerset) und seine Tochter {NAME} ihm in die Ewigkeit vorangegangen.",neutral
33,"er hatte mich sehr lieb,",positive
26,"Durch die vielerlei bis in sein hohes Alter gemachten Erfahrungen fand man seinen Umgang immer lehrreich und angenehm, besonders da er keinen Akzent auf eigenes Verdienst legte, sondern alles der Gnade und Barmherzigkeit des Heilands zuschrieb, die sich an ihm so herrlich veroffenbart hatte.",positive
33,"es ließ sich auch zur beßerung bey ihr an, doch hatte es nicht lange bestand, so daß sie d: 12. Feb. dieses Jahrs die Krankenstube bezog,",negative
33,ich reißte auch mit meiner l. Mutter 1755 im Nov. auf einen besuch nach Bethl.,neutral
32,"Am 29n. Merz, als am Grünendonnerstag, wurde Sie in aller früh mit heftiger Beklemmung auf der Brust befallen, u. es ließ sich gar balde merken, daß der Liebhaber ihrer Seelen, mit ihrer Vollendung eile.",negative
3,"Auch besuchten ihn zu verschiedenen Zeiten von Litiz die Brüder {NAME}, {NAME} und {NAME} und lezterer reichte ihm den 11ten Juny das heilige Abendmahl unter einer seligen Gnadenbewegung, und übergab ihn seinen Schöpfer und Heiland.",neutral
14,"Er ruhet nun von seiner mühseligen Wallfahrt durch diese Zeit, die 80 Jahr und 19 Tage gedauert hat, aus an Jesu Wunden.",positive
11,"O was für ein seliges Fest war das für mich, das erstemal in meinem Sterbens Leben an diesem Tage.",positive
26,"Mein Vater, meine Schwester und ich wie auch die übrigen am Leben gebliebenen waren von Hunger und Durst ganz verschmachtet.",negative
37,"Unsre sel: Schwester war bBey Gelegenheit, daß sie <ich> die damals in Philadelphia von Br. {NAME} gehaltene Schule besuchte, <hatte, war ich> schon in ihre <meinem> Herzen angefaßt worden; u. nun besuchte sie <ich> fleißig in Bethlehem; wodurch in ihr <mir> das Verlangen erregt wurde, und immer stärker wurde, ganz dahin zu ziehen; welches sie ihrer <ich meiner> Mutter sagte., welches sie <Sie wies mich> aber mit der Antwort abortiert: Sie werden dich nicht annehmen.",positive
27,"Nun erwiderte ich: “So urteilt auch nicht, sondern gehet, sehet und höret; ich will es auch tun.”",neutral
26,"Nun zog er zu seinen Kindern Geschwister {NAME}, wo es ihm besonders gemütlich war, daß seine Tochter {NAME} ihn so, wie ihre selige Mutter, bis an sein Ende pflegen konnte, welches sie auch nebst ihrem lieben Mann mit kindlicher Liebe und vielem Vergnügen tat, wofür er ihnen reichen Gnadenlohn vom Heiland wünschte.",positive
26,"es wurde daher resolviert, daß Bruder {NAME} und ich diesen Posten für die Zeit besorgen sollten.",neutral
26,"Durch ein schleunig gebrauchtes Mittel wurde die Hitze wohl herausgezogen, aber durch nachherige Vernachlässigung wurde mein Bein so schlimm, daß meinem Vater Angst und bange wurde;",negative
23,"ich gab alle meine Anschläge auf und bat den Heiland und die Brüder mich nur in der Gemeine zu lassen, konnte aber lange keine Erlaubniß erhalten und kam endlich nach Lindheim als Schreiner zu arbeiten.",negative
20,"wir gingen die selbe ganße nacht in grossem Schnee 4 deusche Meillen, all wo wir folgenden dags in Kößnitz ein traffen",neutral
15,"sie dienten dem Herrn und der Gemeine im Ehe-Chor als Land-Arbeiter und in der Gemeinschaftlichen Oeconomie treulich und von Herzen bis sie 1756. von Litiz, wo sie 10. Monathe waren, nach der Wachau abreisen, wo sie am 12ten September a.e. ankamen, da waren sie die Ehe-Chor-Arbeiter in Bethabara und Bethanien und sie nahm sich der Schwestern sehr treu an und war von ihnen herzlich geliebt und als eine Mutter geehrt.",positive
9,Der liebe Heiland wolle ferner viele Seelen zu seinem sauren Schmerzenslohne samlen.,negative
32,"Ihr Wohlseyn lag ihr nahe am Herzen, u. gar manchen Seufzer u. stilles Thränelein weinte Sie ihretwegen zu Jesu Füßen, u. Er, der kein Seufzerlein vergißet, kein Thränelein vermißet, wird uns auch noch, wie wir hoffen, reiche Früchte davon sehen laßen.",positive
38,So weit sie selbst.,neutral
28,"Im 2ten Jahr wollte mich mein Meister nach Madeira verkauffen für eine Pfeiffe Wein, darüber war ich sehr bekümmert, sagte es einigen Nachbarn u. fragte um ihren Rath.",negative
26,"Der Eigner der Plantage kam mir in einer kleinen Entternung entgegen; sein […] ich zu ihm, mich zu erkundigen, ob ich nicht ein Canoe zum hernberfahren bekommen könnte?",neutral
26,"der liebe Heiland bekannte sich recht freundlich dazu, und es wurde dabei jedesmal in ihm die Sehnsucht aufs neue rege, bald zu dem großen Abendmahl, das Er seinen armen Sündern droben bereitet hat, einzugehen.",positive
11,"In diesem Jahr kam ich in die Lehre zum Becker- Handwerck, und blieb bis 1733, da ich ausgelernt hatte, und auf die Wanderschaft ging, bey 2 Jahr so in der Welt herum reiste und bey einem franzlichen Becker arbeitete, bis ich mich 1735 den 6ten December von den Soldaten anwerben ließ, und unter dem Groß Herzog von Florenz etwas über 1/4tel Jahr diente.",neutral
8,"denn als er am 2 May im Begriff war nach Bethlehem in die Gelegenheiten zu gehen, überfiel ihn eine Uebligkeit;",negative
7,"Aber Sinnen und Gedancken ach! die sind so voller Wancken, das ists, wo der Fehler steckt.",negative
5,"Der Verlaß war: ""Wir bleiben ungeschieden, ich gehe zum Heiland Ihn leiblich zu sehn und ihr meine lieben Schwestern bleibt ungesehn recht veste an Ihm hangen, bis mir eins nach dem andern nachkommt.""",positive
11,"man brachte ihn bald in die Stube und zu Bette, sahe aber bald aus der Lähmung der Zunge die Kennzeichen eines Stockflußes, und sein herannahendes Ende:",negative
34,Nachruf.,neutral
26,ich machte dann auch gleich Anstalt zum Bau des meinigen.,neutral
38,Sie ist auch bald darauf selig verschieden.,positive
14,"Er behielt dabey immer etwas schüchternes und zaghaftes in seinem Herzen, und konnte über den Punckt, daß er nach erfahrener wahrer Gnade dem Heiland untreu worden, leicht bedencklich werden, und erlaubte sich als denn den Zutritt zum heiligen AbendMahl nicht.",negative
11,unterdeßen war ich ganz in Seinen Willen ergeben und es wurde bald beßer mit mir.,positive
32,"Die Versammlungen der Kinder waren mir groß u. wichtig, u. gereichten mir zu wahrem Segen für mein armes Herz.",positive
21,sein beständiges sehnen u. Verlangen war dabey: Ach wenn Er mich doch bald nehmen könnte! und so begieng er am 14ten dieses noch seinen 67ten gebtag,neutral
26,Des Captains Schwester sprach gut Englisch und war die Dolmetscherin.,positive
34,"Er bediente sich der Gelegenheit an einem Sonntag, da ich in der Niederteutschen Kirche eine (den Domine Ritzema) Predigt hörte, über den Spruch: So viel Ihn aufnahmen, denen gab er Macht Kinder-Gottes zu werden, die an seinen Nahmen gläuben.",neutral
26,"Auch in den von mir von meinem Vater anvertrauten Geschäften erfuhr ich seine gnädige Durchhilfe, und er schenkte mir, auch ohne mein Bitten, dazu die nötige Weisheit, daß ich hintennach daraus erkannte, wie sehr er Sünder liebt.",positive
1,"Sie könte es nicht mehr ausstehen, ",negative
3,daher verheirathete sich meine Mutter wieder mit {NAME}.,neutral
37,"Ich zog also in meinem 13tn Jahre nach Bethm., war kindlich froh und vergnügt, und alles war mir wichtig.",positive
26,"es hielt eine höhere Hand über mir, indem ich in meinem 22. Jahre, als die Geschwister {NAME}, {NAME}, {NAME}, und {NAME} nach Oly kamen, erweckt wurde.",positive
14,Du hast mir der armen Made mehr als eine Bitt geschenckt.,positive
19,"nach 4 Wochen, sagte mir Bruder {NAME}, ich könnte nicht da bleiben",negative
9,"Mein Vetter {NAME}, in dessen Hause ich war, fragte mich, ob ich mich mit meinem lieben Gott versöhnen wolte.",neutral
4,laß sie in deiner Nägel Maal erblicken ihre Gnadenwahl durch deine aufgespaltne Seit ihr arme /// Seele heimgeleit;,neutral
4,"Dienstag den 6/17 December 1748 nahm das Lämmlein aus Gnaden zu sich {NAME}, eine 80jährige Delaware Indianerin des alten {NAME}, auch von den weissen Leuten {NAME} genannten Delaware-Indianers Frau, welche bey Gnadenthal (auf Indianisch genannt Nolemottinung, i.e. great mountain) war gebohren worden.",neutral
37,"sie kamen <aber> balde nach Gnadenhütten, wo sich ein Theil der Ind. Gem. niedergelaßen hatte, welche sie bis zum 18. Aug. <ej.a.> bedienten, da sie sich auf erhaltenen Ruf auf die Reise abermals nach Schönbrunn zogen begaben; wo sie bis Ende May verblieben;",neutral
28,"Da ich im Hause war, wurde ich gleich drinnen verschlossen.",negative
37,"Ao. 1772 zogen sie mit der Indianer Gemeine welche in Scheschequanink u. in Friedenhütten wohnte, in Begleitung des seln Bruder {NAME} nach Languntoutenunk an der großen Beever- Creek.",neutral
19,"Da ihm seine Frau einmal sagte: lieber Mann du wirst mir doch nicht heimgehen! antwortete er: was wäre doch besser für mich du weist ich bin fertig p. und tröstete sie und da andere sich äußerten, sie wünschten daß er noch bey seiner Frau bleiben möchte. sagte er: wie der Heiland will",positive
32,"Sanftmuth, Niedrigkeit Armuth, Herzlichkeit, Ein so schön als tiefes Beugen Waren Dir vorzüglich eigen.",positive
3,Es gefiel mir hier gut und ich blieb in meinem einfältigen Umgang mit dem Heiland.,positive
5,Ihr Alter hat Sie gebracht auf 58 Jahre 3 Monate und etliche Tage.,neutral
19,ja ich dachte: nun ists aus mit mir!,negative
38,Das Zeugniß von des dasigen Predigers {NAME} und den Besuch durchreisender Geschwister von der Gemeine segnete Gott zu ihrer Erweckung.,positive
14,Das erbetene Ruhepläzgen in Bethlehem erhielt er und zog kurz vor Weihnachten 1780 hieher.,neutral
14,"Diese Gesellschaft sahe mich als einen an, der halb zu ihnen gehörte.",negative
26,"wir konnten nichts als sie mit vieler Wehmut unsrem Herrn empfehlen, da diese Seine gnädige Zulassung uns nicht klar war.",negative
23,"Den 28ten August wurde ich in die Gemeine aufgenommen. und gleich drauf mit 5 andren Brüdern nach Neusalze geschickt, wo ich den 24ten August 1747 mit der Gemeine das erstmal des Sacraments seines Leibes und Blutes theilhaftig wurde.",positive
26,O wie manche Dank- und Freudestranen habe ich meinem guten Herrn für seine Langmut und Verschonen geweint!,positive
28,"Unser seliger Bruder gieng einen seligen erbaulichen Gang in der Gemeine u. es war ihm ein wahres Vergnügen, wenn er einem armen schwarzen etwas vom Heiland sagen konnte.",positive
7,"Endlich, da ich einmal vor dem lieben Heiland auf meinen Knien in grosser Verlegenheit lag, offenbarte Er sich meinem Herzen, daß Er für mich genug gethan habe, und nur von mir verlange, daß ich es glauben möchte.",positive
26,"sie gaben mir alle recht freundschaftlich die Hand; ich arbeitete aber an einem Milchgeschirr von Rothendernholz, welches sie von mir kaufen wollten, um es als ein Eßgeschirr auf der Reise zu brauchen.",neutral
33,"er seze sein Vertrauen auf den l. Gott,",positive
14,"Ich habe da Jesu Fleisch und Blut wahrhaftig gegeßen und getruncken, fühlte eine brennende Liebe zum Heiland und Seinen Wunden, und wünschte öfters zu Ihm zu gehen.",positive
26,meine Frau ritte auch und hatte das Kind bei sich;,neutral
22,"Ein Bruder Bruder fragte Ihn darauf, ob Er wolle zum lieben Heiland gehen?",neutral
26,"Aber welch ein Gebühl durchdrang uns, als wir sahen, welch eine Begierde nach dem Worte Gottes unter der lieben braunen Schaar waltete.",positive
6,d 17ten Dec. genoß er zum leztenmal das h. AMl.,positive
23,"ich kam darüber in Noth und war sehr unruhig,",negative
3,"Diese gesegnete Unterredung und die Gnade, die mir armen Sünder da widerfuhr, trug mir was rechtes für mein Herze aus und ich werde sie in meinem Leben nicht vergessen.",positive
6,"Er war geboren den 29ten May 1714 in Nürnberg, wurde in der lutherischen Religion erzogen, u war von Jugend auf um seine Seligkeit bekümmert.",negative
14,"Denen ihn besuchenden Geschwistern bezeugte er, daß er seiner Auflösung mit ruhigem Herzen entgegen sehe.",positive
26,mit unseren Tagen gings von hier weiter.,neutral
4,"Ihr Sohn {NAME} kam in Majo anni currentis und bat die Brüder in Bethlehem, daß sie ihm und seinen Eltern möchten Erlaubniß geben bey Nazareth zu wohnen, und was vom Heiland zu hören, denn er hätte ehemahls ein Gefühl in seinem Herzen gehabt, habe es aber verlohren, und wünschte, daß er wieder Worte vom Heiland hören möchte;",negative
14,"Anno 1739 um Ostern reiste ich von Hamburg nach Amsterdam, um von da nach London und so ferner nach America zu gehen.",neutral
32,"Ich bin geb. 1748 d. 18tn Octr. in Bethlehem, u. zog noch das selbe Jahr mit meinen l. Eltern nach Nazareth u. d. 5tn. Apr. 1750 in die Nursery.",neutral
28,Das war 1741. und ich war damals etwa 12. Jahre alt.,neutral
5,"Meine Mutter war, {NAME} aus Oettingen in Schwaben; ihr Vater war als ein Knabe von 7 Jahren mit seiner Mutter um der Religion willen aus Oesterreich emigrirt, mit Verlassung ihrer Verwandten und Güter.",neutral
26,Sie sahen sich dann mein Werkzeug an;,neutral
10,"1726. wurde ich mit einigen Leuten bekannt, die erweckt waren und wurde von meinem schlechten Leben und Gang überzeugt, suchte auch mich von dem Sünden Dienst und dem spielen loszumachen,",negative
27,"Daher beschloß ich bald, zu heuraden, welches auch geschah 1737 und wurde den 23. Dezember getraut mit einer lieben {NAME}, geborene {NAME}in, die ich von Jugend auf liebhatte.",positive
15,"Sie war in allen Stücken, eine Exemplarische ehrwürdige Schwester, als Frau und Witwe, stille, friedsam, eingezogen, kindlich gebogen und an ihren ewigen Mann zärtlich attachirt.",positive
3,"weil ich aber glaubte, er könne mir nicht helfen, so sagte ich es ihm nicht.",negative
27,"Anno 1740 hörte ich, daß in der Nachbarschaft ein frommer Pfarrer sei, der viel von einem Heiland rede und verschiedene Leute bei sich habe, die sehr fromm wären.",positive
26,Er freute sich der nahen Hoffnung dazu.,positive
26,"In dieser Verlegenheit fiel ihm ein, daß er ein medizinisches Buch von seiner Mutter Schwester erhalten hatte;",neutral
9,Wir Geschwister hier haben uns lieb und der Heiland segnet unser beysammen seyn.,positive
26,es erboten sich daher 2 Indianer mich mit dem Canoe dahin zu bringen;,positive
